title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher,review_count_log,is_highly_rated,rating_category,decade,genre_count,avg_rating_by_author,total_books_by_author
The 6rojs7,Nnzfvnsf Qsbaoe,978-1045586122,1969,1.8,1305,"['Fantasy', 'Fiction', 'History']",733,German,Publisher 30,7.174724309836376,False,Low,1960,3,1.8,1
The Ufuqte,Ryyyc Pupvugie,978-5433977740,1952,3.6,3443,['Science Fiction'],816,French,Publisher 8,8.14438886554762,False,Medium,1950,1,3.6,1
The H77mvi,Kfuoz Uqqlcst,978-1595654090,1978,2.2,3389,"['Science Fiction', 'Thriller', 'Fiction']",84,French,Publisher 33,8.128585200374495,False,Low,1970,3,2.2,1
The Tpkydp,Kzpriqu Gosofyo,978-5758649378,1936,3.7,499,"['Fantasy', 'Biography', 'Non-Fiction']",267,Chinese,Publisher 16,6.214608098422191,False,Medium,1930,3,3.7,1
An Oik4qk,Mfhuhtkg Zzmdcmuk,978-1545370249,1984,1.2,1100,"['Romance', 'Non-Fiction']",926,English,Publisher 50,7.00397413672268,False,Low,1980,2,1.2,1
An Q15jkv,Ukvclpp Yhplv,978-5054660542,1994,2.7,2976,['Biography'],597,French,Publisher 33,7.998671361015776,False,Low,1990,1,2.7,1
An Bpthyy,Ufywkb Hkaogd,978-5688302626,1913,4.7,4225,['Mystery'],181,English,Publisher 13,8.349011198176001,True,High,1910,1,4.7,1
My 5cyme0,Bzdfa Yumap,978-3247385813,1940,3.2,722,['Non-Fiction'],612,Spanish,Publisher 46,6.583409222158765,False,Medium,1940,1,3.2,1
A Kws3fz,Gwouav Lxjxoayg,978-1706974213,1905,1.4,53,"['Classics', 'Biography']",94,French,Publisher 48,3.988984046564274,False,Low,1900,2,1.4,1
The Id0ybi,Fxvgcuj Setjsx,978-8734366181,1903,4.6,3744,['Non-Fiction'],211,Spanish,Publisher 21,8.22817689595132,True,High,1900,1,4.6,1
The Vegnmq,Otlaqb Szxhsrv,978-1898762880,1959,1.3,658,"['History', 'Non-Fiction', 'Romance']",199,Spanish,Publisher 44,6.490723534502507,False,Low,1950,3,1.3,1
The Gb8nyj,Dgoyb Tpmdjhk,978-5260753087,2021,1.4,2254,['Fantasy'],261,German,Publisher 24,7.720905251936778,False,Low,2020,1,1.4,1
An Kpbhjw,Sdfowq Ywkpmhy,978-4789209201,2017,3.2,4557,"['Biography', 'Fantasy', 'Romance']",580,English,Publisher 34,8.42463920980563,False,Medium,2010,3,3.2,1
An Cnevov,Lvbnmna Zckfjh,978-7438035796,2001,1.3,4020,['Classics'],508,German,Publisher 9,8.299285906897273,False,Low,2000,1,1.3,1
My Nllamm,Diyovfjs Tgxyb,978-3109563084,1915,4.7,1767,"['Fiction', 'Classics', 'History']",477,Spanish,Publisher 1,7.477604243197589,True,High,1910,3,4.7,1
A Puytou,Zumlep Kqmrixws,978-7476414072,2007,3.8,3336,"['Fiction', 'Mystery']",901,German,Publisher 28,8.112827478751374,False,Medium,2000,2,3.8,1
My 9w7ywe,Gihydnof Qfwfk,978-1454082719,1946,2.8,3073,['Classics'],404,German,Publisher 34,8.03073492409854,False,Low,1940,1,2.8,1
The O1m68a,Lrutgfas Erfgl,978-2440365292,1934,5.0,2439,['Science Fiction'],108,German,Publisher 38,7.799753318287247,True,High,1930,1,5.0,1
My Oeyr1m,Kzduz Tzyowa,978-2814796063,1999,3.6,4144,"['Non-Fiction', 'Science Fiction']",875,French,Publisher 38,8.329658067569396,False,Medium,1990,2,3.6,1
My Cmgd2m,Eouscrm Oiylrlza,978-6102726430,1919,3.5,4542,"['Mystery', 'History']",646,English,Publisher 9,8.421342865759403,False,Medium,1910,2,3.5,1
A Kyyjvj,Fuloyngd Sbgcmk,978-5973106198,2023,3.7,729,['Fantasy'],207,Spanish,Publisher 43,6.593044534142437,False,Medium,2020,1,3.7,1
A 4quggm,Viqaoz Fxwffavb,978-4071934800,1916,1.8,3817,['Mystery'],900,French,Publisher 43,8.247482004285693,False,Low,1910,1,1.8,1
A F9sofv,Dxpxrf Onrlgxaq,978-5491927954,2014,4.1,634,"['Thriller', 'Romance', 'Mystery']",946,Spanish,Publisher 37,6.453624998892692,True,High,2010,3,4.1,1
A Fyeozg,Uaztr Xveqjupj,978-6588607212,1994,1.9,501,"['Thriller', 'Mystery', 'Science Fiction']",470,German,Publisher 50,6.218600119691729,False,Low,1990,3,1.9,1
My Sbcbfz,Mjmvwni Bcwia,978-7583364772,1913,2.9,3289,"['Romance', 'Mystery']",105,Spanish,Publisher 33,8.098642843759418,False,Low,1910,2,2.9,1
My Chcnlx,Qhupmf Mtmqtcdx,978-8775466012,1970,2.6,3421,"['Romance', 'Science Fiction']",313,German,Publisher 12,8.137980454452139,False,Low,1970,2,2.6,1
An Yy1mtc,Khggcsa Jgmtwiew,978-7749540512,1901,4.6,1124,"['Non-Fiction', 'Thriller', 'Biography']",320,English,Publisher 8,7.025538314638521,True,High,1900,3,4.6,1
A Moxvfn,Greuju Lzjvq,978-1902459159,1949,4.8,4161,"['Thriller', 'Romance', 'Non-Fiction']",87,French,Publisher 46,8.33375100695358,True,High,1940,3,4.8,1
My Mav1yy,Enghkbmh Nkooios,978-1634830976,1922,2.9,4884,['Biography'],210,German,Publisher 17,8.493924564476883,False,Low,1920,1,2.9,1
A Qxstdw,Bfrhlb Clfbatjx,978-4556060132,1959,1.2,4234,"['Science Fiction', 'Fantasy']",419,English,Publisher 28,8.351138607086154,False,Low,1950,2,1.2,1
A Wvr6i5,Axnow Bpezql,978-3962575071,1911,1.8,3672,['Non-Fiction'],603,German,Publisher 43,8.208764045819667,False,Low,1910,1,1.8,1
An Mdtyxg,Kyfauf Fwlwl,978-7941336412,1963,3.9,4187,['History'],799,French,Publisher 2,8.339978571990427,False,Medium,1960,1,3.9,1
An 0opb5m,Kmijooa Hyuoy,978-5985653902,2003,3.9,4502,"['Fantasy', 'Romance']",782,English,Publisher 9,8.412499120301572,False,Medium,2000,2,3.9,1
My Wi1vpr,Vhvjb Fdplocc,978-2386927231,1916,4.4,1815,['Science Fiction'],789,Chinese,Publisher 42,7.504391559161238,True,High,1910,1,4.4,1
My Ievfke,Jbzxuxyc Xpyzdk,978-9210983653,1964,4.1,436,['Biography'],91,Spanish,Publisher 47,6.07993319509559,True,High,1960,1,4.1,1
The Hvtrup,Bitobf Bzvlh,978-4463731558,1962,1.4,2220,['Thriller'],544,English,Publisher 1,7.7057128238944275,False,Low,1960,1,1.4,1
An Bgd5hk,Gfetxty Iwoxbmo,978-3643834925,1906,2.8,4636,"['Romance', 'Science Fiction']",194,German,Publisher 46,8.44182288439146,False,Low,1900,2,2.8,1
The Faouou,Vfuhcgol Opaijmh,978-5574243011,1956,4.2,4167,['Non-Fiction'],809,English,Publisher 20,8.335191583433202,True,High,1950,1,4.2,1
A N1o6c8,Qmwjc Tqdgrp,978-9649292178,1918,3.0,3111,"['Biography', 'Classics', 'Thriller']",112,French,Publisher 8,8.043020885298281,False,Low,1910,3,3.0,1
A 9tuz4w,Khfguunb Uuiuahlz,978-8917296250,1930,2.2,2303,['Non-Fiction'],784,French,Publisher 34,7.742402021815781,False,Low,1930,1,2.2,1
An Yloelo,Zfbkyyo Fujkitul,978-7902818427,1961,2.0,1148,['Biography'],859,Chinese,Publisher 39,7.046647277848756,False,Low,1960,1,2.0,1
The T754gn,Lokjr Tmojuf,978-9329136285,1988,1.8,1869,['Non-Fiction'],911,English,Publisher 29,7.533693709848632,False,Low,1980,1,1.8,1
A Ikjshq,Setmun Bcicre,978-9482887434,1930,1.4,3928,"['Mystery', 'Fiction', 'Romance']",324,German,Publisher 16,8.27614021955846,False,Low,1930,3,1.4,1
The 7rffrc,Iboqaq Jlqusctw,978-5749994339,1904,3.3,3578,['Non-Fiction'],304,French,Publisher 50,8.182838710766026,False,Medium,1900,1,3.3,1
An Rt1ykw,Sihtr Cbjnhks,978-6587659400,1937,2.0,4752,"['Biography', 'Mystery']",506,English,Publisher 47,8.46653127661401,False,Low,1930,2,2.0,1
My 5oime3,Ehbfggzv Kntcdekv,978-5942238345,1964,4.6,1295,"['Biography', 'Fiction']",786,English,Publisher 17,7.16703787691222,True,High,1960,2,4.6,1
An Lsgnls,Dtlpjdy Cfejxq,978-5551260184,1941,1.1,2293,"['Science Fiction', 'Classics']",230,English,Publisher 21,7.738052297689316,False,Low,1940,2,1.1,1
My 0bckcn,Eckfpy Qbieiuoq,978-6301616904,1928,1.4,2259,['Fiction'],467,French,Publisher 26,7.723120092266331,False,Low,1920,1,1.4,1
My 4nrtzl,Jxsflcc Asebi,978-7611096367,2007,3.0,4412,"['Fantasy', 'Fiction']",943,Spanish,Publisher 14,8.392310009269547,False,Low,2000,2,3.0,1
The Pl9654,Tgcvu Zaiemr,978-9659709590,1965,1.6,149,"['Classics', 'History']",861,German,Publisher 48,5.0106352940962555,False,Low,1960,2,1.6,1
A Hzrkus,Wycypg Kdtla,978-5101344510,2016,1.3,359,"['History', 'Biography', 'Mystery']",469,French,Publisher 41,5.886104031450156,False,Low,2010,3,1.3,1
An Hid3nh,Zdfytpiv Dsrhwp,978-4825976535,2012,3.8,1782,"['Thriller', 'Biography']",122,Chinese,Publisher 50,7.48605261786314,False,Medium,2010,2,3.8,1
The Pik1by,Znhgx Owjzyli,978-3952681426,1943,1.0,2936,"['Fiction', 'Thriller', 'Fantasy']",722,French,Publisher 32,7.985143931198619,False,Low,1940,3,1.0,1
The Kql6g3,Gqmjj Flgpyejx,978-4886838147,1959,4.6,4089,['Mystery'],311,German,Publisher 23,8.316300249036846,True,High,1950,1,4.6,1
A Ihwk7q,Ybxtyom Bjtlyse,978-9390113794,1973,3.7,1151,['Thriller'],320,Chinese,Publisher 1,7.049254841255836,False,Medium,1970,1,3.7,1
My Mfwtln,Skjuol Qyzxwi,978-7377698939,1986,2.8,2576,"['History', 'Classics', 'Fantasy']",189,German,Publisher 4,7.854381210652365,False,Low,1980,3,2.8,1
A Jwhchk,Qwyelyo Zblvvhgd,978-3582931452,1969,1.9,304,"['Fiction', 'Classics']",987,Spanish,Publisher 20,5.720311776607412,False,Low,1960,2,1.9,1
My 5xvl9r,Heniyiyb Kmeifbyt,978-9425741081,1944,4.2,3328,['Fiction'],267,French,Publisher 7,8.110427237575024,True,High,1940,1,4.2,1
My 5htpou,Smayeiqp Wrvtow,978-5776558342,1928,4.3,4814,"['Romance', 'Fantasy', 'Classics']",716,Chinese,Publisher 14,8.479491324232226,True,High,1920,3,4.3,1
The Mjiq3g,Dcrou Dsbrqnfp,978-2340660157,2016,4.4,2465,"['Science Fiction', 'Fiction', 'Romance']",832,French,Publisher 39,7.81035268372429,True,High,2010,3,4.4,1
The Weuzmu,Ssibglbc Zoycp,978-6008505323,2016,2.9,4808,"['Non-Fiction', 'Classics']",960,Chinese,Publisher 7,8.478244441277662,False,Low,2010,2,2.9,1
A Mxo9t6,Rnagtoc Lzxvvkl,978-2653198609,1933,1.2,2628,"['Fantasy', 'Romance']",735,Spanish,Publisher 43,7.874358824729881,False,Low,1930,2,1.2,1
My K0zrm0,Bcaixk Uqmvptg,978-1689434081,1972,4.0,4086,"['Biography', 'Fiction']",978,Chinese,Publisher 20,8.315566483564277,True,Medium,1970,2,4.0,1
An Rwkio5,Vwvwtwb Kkdnzahg,978-5442000420,1996,2.7,4108,"['Mystery', 'Thriller']",651,German,Publisher 16,8.32093496888341,False,Low,1990,2,2.7,1
The Da7sna,Uuqhrzg Jrflxb,978-2182713737,1959,4.2,4586,"['Fiction', 'Classics']",919,German,Publisher 35,8.430981494597171,True,High,1950,2,4.2,1
The Vkwpnk,Rvtvuvfa Bqmaro,978-2027026377,1937,3.6,834,['Non-Fiction'],512,German,Publisher 15,6.727431724850855,False,Medium,1930,1,3.6,1
The Dwfx3d,Kpniv Lyopy,978-1956822521,1912,3.7,3622,"['Romance', 'Fantasy']",395,German,Publisher 16,8.195057690895077,False,Medium,1910,2,3.7,1
An L8nbdz,Wymjz Kfznupu,978-7433967980,1928,3.6,1352,['Fantasy'],563,German,Publisher 14,7.210079628170788,False,Medium,1920,1,3.6,1
My Tu5nq6,Nvhtzwg Fhpkpsr,978-4665897833,1967,4.6,1397,['Non-Fiction'],60,Spanish,Publisher 43,7.242797922793756,True,High,1960,1,4.6,1
An Atlvrv,Aoesw Xvohsin,978-9888657165,1934,1.2,4774,"['Romance', 'Thriller', 'Biography']",130,Spanish,Publisher 12,8.471149252914831,False,Low,1930,3,1.2,1
My Xqbx52,Jthsdztp Lmlzevn,978-5548712292,2011,2.5,437,"['History', 'Mystery', 'Thriller']",560,Spanish,Publisher 49,6.0822189103764455,False,Low,2010,3,2.5,1
An Avtuto,Ccoyyoc Lrfcecgl,978-4459816986,1982,1.4,4797,['Fantasy'],729,Chinese,Publisher 27,8.47595444339964,False,Low,1980,1,1.4,1
The Mdsoea,Pfbrgj Jtmrd,978-3339394566,2000,3.5,2481,['Non-Fiction'],995,German,Publisher 34,7.8168199657645525,False,Medium,2000,1,3.5,1
My Yt7e0g,Bqxuadl Xhjciq,978-5741682937,1938,3.4,4726,"['Science Fiction', 'Classics', 'Fantasy']",97,English,Publisher 9,8.461046030793236,False,Medium,1930,3,3.4,1
An 2ytglw,Ryjzgukh Rancvfp,978-6694045591,1926,4.1,2851,"['Non-Fiction', 'Romance', 'Biography']",428,French,Publisher 25,7.955775781534186,True,High,1920,3,4.1,1
The Dlo2ht,Opsfjdsj Zxtwnk,978-7340368807,1953,2.1,1548,"['Science Fiction', 'Fantasy']",996,English,Publisher 3,7.3453648404168685,False,Low,1950,2,2.1,1
An 6e65or,Oioszwxx Eqwcilp,978-1426901163,1951,2.5,1776,['Thriller'],485,Chinese,Publisher 14,7.482681828154651,False,Low,1950,1,2.5,1
The Vaytld,Bqhdcp Vxiognmo,978-2675534133,1961,1.3,266,"['Thriller', 'Fantasy', 'Mystery']",117,Chinese,Publisher 9,5.58724865840025,False,Low,1960,3,1.3,1
A 1ndn2p,Vrnrnafh Lbage,978-3641193798,1971,3.0,1535,"['History', 'Mystery', 'Non-Fiction']",156,English,Publisher 17,7.336936913707618,False,Low,1970,3,3.0,1
An Tmquqg,Prldbx Bnpiit,978-6244262545,2014,4.3,4347,['Classics'],95,German,Publisher 36,8.3774712482411,True,High,2010,1,4.3,1
The 4on2b1,Fhddnci Nurlyelb,978-6375942183,1973,2.4,3222,"['Romance', 'Fiction']",290,French,Publisher 30,8.078067881815437,False,Low,1970,2,2.4,1
The Max8tu,Phzjgkb Efiyb,978-5648299008,1900,1.7,4836,['History'],754,French,Publisher 27,8.484049972822984,False,Low,1900,1,1.7,1
My 7j18il,Ciknzq Epeou,978-5349886223,2021,3.9,3865,"['Biography', 'Romance', 'Science Fiction']",776,Chinese,Publisher 1,8.259975659768276,False,Medium,2020,3,3.9,1
An Abqvbk,Flikd Xvxsk,978-9802388561,2013,4.1,4856,['Science Fiction'],254,Chinese,Publisher 6,8.488176242345745,True,High,2010,1,4.1,1
An 3ggiwr,Lrzmv Pcgde,978-8530552718,1983,4.5,2756,"['Biography', 'Non-Fiction', 'Fantasy']",922,Spanish,Publisher 38,7.921898411023797,True,High,1980,3,4.5,1
An Prlas4,Eyqxgc Gyjzt,978-8520619634,1916,4.7,382,"['History', 'Science Fiction']",667,German,Publisher 14,5.948034989180646,True,High,1910,2,4.7,1
An Mgyne0,Jmujeviz Remwsilz,978-8819668368,1902,2.5,1876,"['Non-Fiction', 'Fantasy', 'Thriller']",234,Spanish,Publisher 25,7.537430036586509,False,Low,1900,3,2.5,1
The Ck3qcj,Xlyhywnw Omyfhf,978-6098693604,2012,1.0,3821,['Non-Fiction'],305,French,Publisher 49,8.248529124800218,False,Low,2010,1,1.0,1
A Ulrza7,Phetxhu Qqrajc,978-6415409420,1925,4.6,3336,['Science Fiction'],127,English,Publisher 34,8.112827478751374,True,High,1920,1,4.6,1
The T2fwf8,Nnofyydp Abudjqi,978-1878678339,1991,3.2,2027,"['History', 'Biography', 'Non-Fiction']",852,Spanish,Publisher 50,7.614805364711073,False,Medium,1990,3,3.2,1
An Wfgjdu,Qwqrfem Hfqyftv,978-5064273913,1992,1.2,4452,"['Biography', 'Mystery']",78,French,Publisher 23,8.401333305321701,False,Low,1990,2,1.2,1
My G2zgyy,Mmuwja Wteibm,978-6824872001,1917,4.7,1960,"['Thriller', 'Fantasy']",331,German,Publisher 2,7.581209826196346,True,High,1910,2,4.7,1
My Grrm1h,Ypdoq Jkjqliyz,978-5899327557,1920,3.8,4999,"['Science Fiction', 'Romance']",590,Spanish,Publisher 40,8.517193191416236,False,Medium,1920,2,3.8,1
A Rs4eky,Exftwh Vmvnfbw,978-7935478129,2012,3.6,2740,"['Thriller', 'Science Fiction', 'Romance']",657,Spanish,Publisher 50,7.916078096302786,False,Medium,2010,3,3.6,1
The Uv4fla,Unteh Tsjbtyl,978-5761503299,1919,1.6,456,['Biography'],61,French,Publisher 45,6.124683390894204,False,Low,1910,1,1.6,1
An C3ji0n,Uddsak Sztamif,978-6412566990,2005,3.3,1415,"['Romance', 'Fantasy', 'Fiction']",156,German,Publisher 20,7.255591274253665,False,Medium,2000,3,3.3,1
My Mlb1rw,Ydogqj Afbne,978-5815918644,1938,1.9,632,"['Classics', 'Fantasy']",197,French,Publisher 35,6.450470422144176,False,Low,1930,2,1.9,1
My Sn7scr,Ckbyf Wgmhdqm,978-2279670353,1900,3.4,4623,"['Thriller', 'Fiction', 'History']",373,English,Publisher 48,8.439015410352214,False,Medium,1900,3,3.4,1
An Ta9o2i,Rkbhqnsg Lddjd,978-8451554821,1963,2.1,1366,"['Mystery', 'Thriller']",170,German,Publisher 8,7.220373836723949,False,Low,1960,2,2.1,1
A I3wly0,Hvgelt Euhynkpb,978-5419762937,1927,3.9,2152,['Romance'],656,German,Publisher 36,7.674617497364363,False,Medium,1920,1,3.9,1
The Qiqcxt,Mfytuj Xscqzf,978-2982098220,1950,1.5,426,"['Non-Fiction', 'Romance', 'Thriller']",265,Spanish,Publisher 2,6.056784013228624,False,Low,1950,3,1.5,1
A Ft95hf,Vphddlgj Xcdeefeb,978-8905735097,1916,1.9,1770,"['Science Fiction', 'Biography']",187,English,Publisher 39,7.479299637782833,False,Low,1910,2,1.9,1
The Oa6lhh,Lglpwl Nlgpwcl,978-4552336846,1912,3.8,3817,['Fiction'],281,French,Publisher 9,8.247482004285693,False,Medium,1910,1,3.8,1
A Tcjygy,Qxizs Nblqdu,978-5047913477,1913,3.8,324,"['Thriller', 'History', 'Fiction']",806,German,Publisher 22,5.783825182329737,False,Medium,1910,3,3.8,1
My Vkkc4k,Fypmli Vrxyrf,978-7221810073,1994,3.7,3240,"['Thriller', 'History']",256,German,Publisher 50,8.083637203141548,False,Medium,1990,2,3.7,1
An O4x6ce,Zrwweuo Yynfkyx,978-5031099408,1944,1.5,261,['Science Fiction'],408,English,Publisher 50,5.568344503761097,False,Low,1940,1,1.5,1
A Baqqqh,Oxhaclkv Ribhm,978-1166589874,1977,3.3,4083,"['Biography', 'Non-Fiction']",227,Chinese,Publisher 4,8.314832179284556,False,Medium,1970,2,3.3,1
The Iavcl6,Nnjtcljw Hdfuhhck,978-9165426925,1933,4.8,1867,['Non-Fiction'],886,Spanish,Publisher 18,7.532623618788787,True,High,1930,1,4.8,1
A Ixmqkq,Tewhggp Ccfuoteb,978-4026903053,1907,2.9,2622,"['Science Fiction', 'Mystery']",416,Chinese,Publisher 44,7.872073979866873,False,Low,1900,2,2.9,1
An 0oxpqu,Vizpwjd Tblzljkr,978-4129111740,2024,3.5,2768,"['Classics', 'Non-Fiction', 'Biography']",464,English,Publisher 43,7.926241523170962,False,Medium,2020,3,3.5,1
The 2lzehp,Zrrdtez Fklzy,978-8003824459,1924,4.0,2501,"['Science Fiction', 'Mystery', 'History']",845,German,Publisher 50,7.824845691026856,True,Medium,1920,3,4.0,1
My B3l9cm,Dxarccdm Rpxmwp,978-7516280884,1952,3.0,3533,"['Fantasy', 'Non-Fiction']",965,Spanish,Publisher 39,8.170185652879642,False,Low,1950,2,3.0,1
An Slkejr,Fgbvutna Wlljh,978-7520473662,1928,2.2,4567,['Mystery'],841,Chinese,Publisher 6,8.426830751335846,False,Low,1920,1,2.2,1
My 5nr3q1,Tehui Bpjepbwb,978-1252991389,1953,3.8,3445,"['Mystery', 'Fiction']",280,French,Publisher 7,8.144969417087875,False,Medium,1950,2,3.8,1
The 28oawk,Jcleopqs Altfgn,978-4335672199,1997,4.7,2826,['Non-Fiction'],212,Chinese,Publisher 42,7.94697135769359,True,High,1990,1,4.7,1
A Ql8gac,Asqyjs Ucrwnc,978-1261468495,1922,2.6,3027,"['History', 'Classics']",600,French,Publisher 42,8.01565761455734,False,Low,1920,2,2.6,1
The Uhy9tv,Iahxqwnq Kkeiu,978-5475634493,1946,3.1,3204,['Fiction'],360,French,Publisher 4,8.07246736935477,False,Medium,1940,1,3.1,1
The 6dnmtz,Bazzrz Nrsma,978-6124588490,1971,1.9,2006,['Non-Fiction'],666,Chinese,Publisher 26,7.604396348796338,False,Low,1970,1,1.9,1
A Ag4dnc,Pajkevs Hqsby,978-3242415484,1972,1.2,3632,['Fantasy'],521,Chinese,Publisher 36,8.197814032221201,False,Low,1970,1,1.2,1
My F3nu32,Fljoexu Qpaokqpg,978-9860934868,1973,2.7,1026,"['Romance', 'Thriller']",273,English,Publisher 3,6.934397209928558,False,Low,1970,2,2.7,1
The Wtitjw,Rsbzugqr Isdvrvoe,978-6279824087,2011,3.1,584,"['Thriller', 'Romance', 'Fiction']",420,Spanish,Publisher 1,6.371611847231856,False,Medium,2010,3,3.1,1
A Jr9ah9,Grekk Dcgyvkne,978-7041174146,1990,3.1,1055,"['Science Fiction', 'Romance', 'Classics']",749,French,Publisher 22,6.962243464266207,False,Medium,1990,3,3.1,1
My 68ao0g,Qogfugxh Rxisqt,978-9196352110,2017,3.1,1754,['Classics'],227,Chinese,Publisher 30,7.470224135899966,False,Medium,2010,1,3.1,1
The M3iy9m,Jmygxfa Zdsopia,978-2326906145,1924,1.7,4357,['History'],795,German,Publisher 27,8.379768515504566,False,Low,1920,1,1.7,1
The 7tv3tz,Vczudalt Qcalufd,978-6235359988,2023,3.0,67,['Romance'],191,English,Publisher 31,4.219507705176107,False,Low,2020,1,3.0,1
The Aihiln,Dfhswbpy Blufkt,978-1589343407,1948,1.3,4181,"['History', 'Biography']",293,Spanish,Publisher 44,8.338544879988579,False,Low,1940,2,1.3,1
The Aopyq7,Oawubx Dvhqejkt,978-4242574868,1978,2.2,635,"['Biography', 'Classics']",426,French,Publisher 36,6.455198563340122,False,Low,1970,2,2.2,1
My Ggw1bn,Lbfqp Ppssrqt,978-4619449906,2012,1.5,575,['Fantasy'],196,Chinese,Publisher 29,6.356107660695891,False,Low,2010,1,1.5,1
A Mswabp,Grvbrlxf Rmljp,978-8569481639,1946,1.4,3447,"['Non-Fiction', 'Fantasy', 'Biography']",986,French,Publisher 39,8.145549631783583,False,Low,1940,3,1.4,1
A Wsvuwc,Gkqvjp Pypymqsz,978-5496841988,1985,2.6,4797,"['Biography', 'Romance']",284,Chinese,Publisher 48,8.47595444339964,False,Low,1980,2,2.6,1
The Oaepdq,Jlnwlp Ysofhj,978-4224342772,2023,3.0,3367,"['Biography', 'Romance']",587,English,Publisher 20,8.122074375362217,False,Low,2020,2,3.0,1
The Qxuhoc,Yghwefl Kbccuz,978-7338845825,1948,2.3,3014,['Classics'],976,German,Publisher 37,8.011355109161286,False,Low,1940,1,2.3,1
A Nyd93i,Buhzspjo Tjnmisc,978-7026829229,1939,4.6,4614,"['History', 'Fantasy']",915,Chinese,Publisher 48,8.437067146936952,True,High,1930,2,4.6,1
An Ylkeu8,Tkzrrmc Ivvukw,978-2649277924,1984,2.3,4114,['Mystery'],657,Chinese,Publisher 12,8.32239411311117,False,Low,1980,1,2.3,1
My 3onipx,Ijhkpi Sfqmbr,978-6291203733,1978,1.9,3364,"['Non-Fiction', 'Science Fiction']",344,French,Publisher 44,8.121183242078828,False,Low,1970,2,1.9,1
My Zalgpg,Txhbsoh Tabxjdzb,978-7571780214,1974,1.1,1193,"['Fiction', 'Fantasy']",141,Chinese,Publisher 23,7.085064293952547,False,Low,1970,2,1.1,1
An Rducy9,Gktmcry Alyjzqi,978-2963160891,1963,3.7,162,['Romance'],817,Chinese,Publisher 34,5.093750200806762,False,Medium,1960,1,3.7,1
An Hipp8v,Jofsp Fesmx,978-2768613088,1958,2.2,4749,"['Biography', 'Fiction']",770,German,Publisher 36,8.465899897028686,False,Low,1950,2,2.2,1
A Ycr3u1,Ipngajed Ubhxdify,978-8476308393,1978,2.3,1460,['Fiction'],818,Chinese,Publisher 45,7.2868764117507,False,Low,1970,1,2.3,1
A D0izof,Jjtogdtg Tgwyrcg,978-6188026325,1946,3.6,2451,"['Classics', 'Biography', 'Fantasy']",636,Spanish,Publisher 18,7.8046592970561015,False,Medium,1940,3,3.6,1
My Uxnzez,Dzetpo Yqrvtr,978-7177114270,2002,4.3,711,"['Fantasy', 'Mystery', 'Thriller']",184,English,Publisher 27,6.568077911411976,True,High,2000,3,4.3,1
A 1ptu3n,Xyysb Hwbsjila,978-7623701353,2003,4.0,1556,['Thriller'],295,Spanish,Publisher 36,7.350516171833998,True,Medium,2000,1,4.0,1
My Szrl97,Nlyyxzvb Hospd,978-9277747307,1999,1.3,4400,['Thriller'],995,English,Publisher 35,8.38958706681109,False,Low,1990,1,1.3,1
An Bsoyn3,Yyhru Xiaolgs,978-4589217783,1935,3.6,1331,['Mystery'],714,French,Publisher 16,7.194436851100334,False,Medium,1930,1,3.6,1
My Qtfhtu,Tgeda Ngaglf,978-6123098780,1916,3.8,3138,"['Science Fiction', 'Biography']",719,Spanish,Publisher 39,8.051659556841953,False,Medium,1910,2,3.8,1
My Cwcwvh,Ksjkvvxu Vtwkwm,978-9228745308,1903,2.5,3663,"['Romance', 'History']",314,English,Publisher 26,8.20631072579402,False,Low,1900,2,2.5,1
The Uyjyr5,Dmhmohx Rwdlne,978-3177930431,1943,2.5,4417,['Biography'],652,Spanish,Publisher 18,8.393442383980062,False,Low,1940,1,2.5,1
The Rsemcm,Ffreciy Zftexqj,978-9860205014,2006,4.2,2623,"['Classics', 'Biography']",261,French,Publisher 11,7.8724551500639794,True,High,2000,2,4.2,1
My 6iilsb,Czioh Delatnq,978-5061840533,1914,2.9,3584,"['History', 'Romance', 'Fiction']",580,Spanish,Publisher 42,8.18451375303372,False,Low,1910,3,2.9,1
An Yb2rz8,Dmbnjx Ojvkat,978-9453828991,1912,3.2,4534,"['Classics', 'Romance']",897,Chinese,Publisher 33,8.419580362549237,False,Medium,1910,2,3.2,1
An 27etlp,Oefpcs Swdxlhg,978-4999873275,2008,4.8,4593,"['Fiction', 'Biography', 'History']",70,Chinese,Publisher 39,8.432506383249043,True,High,2000,3,4.8,1
The Emmoby,Qrtov Qdpllak,978-4843722602,1951,1.6,2036,"['Fantasy', 'Non-Fiction', 'Fiction']",636,English,Publisher 15,7.619233416226805,False,Low,1950,3,1.6,1
A Rmzgzf,Innvtfw Ptmbeai,978-9935494637,1951,2.5,2621,"['Fantasy', 'Classics']",753,Spanish,Publisher 16,7.8716926643236445,False,Low,1950,2,2.5,1
An Xq0q7n,Djyic Dyopxzqg,978-2369101405,1990,4.5,4980,"['Non-Fiction', 'Classics']",953,Spanish,Publisher 48,8.513385953073284,True,High,1990,2,4.5,1
The Jlhymq,Eykqiga Xmrbtt,978-2152158746,1901,2.2,1687,"['Science Fiction', 'Romance', 'Biography']",675,Chinese,Publisher 28,7.431299675155902,False,Low,1900,3,2.2,1
An Bn9ljh,Cbzogks Arzvgbm,978-6773115992,2003,3.5,558,['Thriller'],76,English,Publisher 13,6.326149473155099,False,Medium,2000,1,3.5,1
