title,author,isbn,publication_year,rating,reviews,genres,page_count,language,publisher
My Xaofky,Mdavjpdh Hkcofzp,978-5646041036,2014,2.4,45,"['Science Fiction', 'Fiction', 'History']",68,Chinese,Publisher 38
An 3p6spe,Hkpgbqy Gnfws,978-5453964535,1992,3.8,4131,['Fiction'],636,English,Publisher 44
An Ygjdcm,Archbhkm Ktkhoz,978-9474113362,1913,3.7,2182,"['Biography', 'Non-Fiction', 'Science Fiction']",253,Spanish,Publisher 12
A Z0dnsy,Fwnxunv Xfoazsbt,978-7214803531,1932,2.2,4271,"['History', 'Thriller', 'Biography']",861,English,Publisher 44
A Eolkew,Jkmha Oxact,978-4766238178,1973,1.8,779,['Non-Fiction'],790,Chinese,Publisher 13
A Unjyei,Phhnwm Zmcwsj,978-1325281491,1966,1.8,4518,"['History', 'Mystery', 'Classics']",907,Spanish,Publisher 17
A 4r31al,Byctnzvw Lseoxx,978-4542360574,1997,1.4,2960,"['Romance', 'Thriller', 'Fantasy']",651,English,Publisher 37
A Mhr9z7,Neavr Luuhlui,978-4629385575,1967,1.6,2992,"['Mystery', 'Fiction']",327,German,Publisher 2
My Ulnjvg,Jzncwkx Gcmwrm,978-6311616208,1925,4.2,787,"['Non-Fiction', 'Science Fiction']",664,Spanish,Publisher 34
My Rnjq5s,Sshyfomv Rxynlsi,978-5298069511,1924,4.5,2612,"['Classics', 'Mystery']",610,Chinese,Publisher 43
An J4e9bh,Gbtlepk Tuwdv,978-1183529585,1956,1.5,3739,"['Biography', 'Fantasy', 'Fiction']",258,French,Publisher 17
An Wiwhpc,Lheasyhu Hefkvi,978-1210829429,1967,1.4,4865,"['Thriller', 'Biography']",897,French,Publisher 26
The Axrtdq,Kvhiy Nisckz,978-3501276985,2004,1.4,4284,"['Fiction', 'Biography']",791,French,Publisher 16
A Uxze7v,Zshpxetg Yqerd,978-3244675526,2014,2.9,2352,"['Romance', 'Classics', 'Thriller']",191,Spanish,Publisher 18
A 6tfvlg,Rmtuexcl Vbuvj,978-1292721321,2023,1.8,3211,"['Fiction', 'Biography', 'Romance']",164,Chinese,Publisher 16
My Kna8rw,Jhjhgfx Ohzmtw,978-4625527108,1949,3.3,4490,"['Science Fiction', 'Thriller', 'History']",477,Chinese,Publisher 50
An V4wp5v,Ygmedli Zaklbd,978-3601754578,1965,3.3,1976,"['Non-Fiction', 'Classics', 'Biography']",532,French,Publisher 43
The Juionj,Nkpxm Ivcwg,978-8241082835,1952,2.0,3800,"['Fiction', 'Biography']",863,German,Publisher 47
A 6vs0fa,Vmkevqr Kwqokcm,978-5316852643,1907,3.3,113,"['Mystery', 'Fiction', 'Fantasy']",965,English,Publisher 2
A 9wi5wl,Sgais Yedvzw,978-5135978425,1932,2.8,2025,"['Romance', 'Classics', 'Non-Fiction']",319,French,Publisher 9
A Rfpbgb,Txkzeiv Bfmhljbr,978-8585334292,1988,1.1,4647,['Classics'],444,Chinese,Publisher 29
The Tcgpm8,Xprsl Wagrngpi,978-8768939553,1986,1.5,235,['Classics'],133,German,Publisher 26
My K6q1m9,Cncjzx Ycktd,978-1799685016,2012,1.2,4961,"['Biography', 'Thriller', 'Mystery']",92,French,Publisher 45
A Iayqse,Xzmtudiq Kgnepj,978-2694203067,2003,4.4,2802,['Fiction'],487,English,Publisher 20
An Qyj6cq,Nelvmjgj Nufge,978-8193855423,1924,1.1,2676,"['Fantasy', 'Mystery']",602,Chinese,Publisher 24
The Ywlypc,Cqpbmv Ddahza,978-9602896313,1987,1.0,3900,"['Biography', 'Non-Fiction']",812,English,Publisher 43
The Rsme5p,Izkclsz Ijcfbxcz,978-9883439189,2000,1.2,2938,"['Science Fiction', 'Mystery', 'History']",162,Spanish,Publisher 40
A Jh6dwv,Uqacgzlo Jrjeq,978-1964855138,2013,3.6,668,"['Fiction', 'Science Fiction']",235,English,Publisher 18
A 7u5bdu,Amfvfpkx Gezknjbq,978-9510195969,1966,4.0,29,"['Biography', 'History', 'Thriller']",170,German,Publisher 40
A 4wf150,Abgjr Zhopxvnl,978-8592249074,1945,4.9,1324,['Science Fiction'],90,Spanish,Publisher 33
A 5mn4vy,Opkllko Nlkcyk,978-8197463315,1915,4.3,2219,['Mystery'],381,French,Publisher 6
The Gctfjp,Berrohvx Fqfnkie,978-3581655196,2001,4.3,3177,"['Fiction', 'Biography', 'Romance']",703,Chinese,Publisher 21
The Q4luty,Nrnxtl Bvzosc,978-9792203313,1993,3.1,1104,['Thriller'],137,German,Publisher 14
A Wmwgfo,Nzqfqrk Jnoehc,978-2491363838,1983,1.5,3152,"['Fantasy', 'Non-Fiction']",290,Chinese,Publisher 14
An T1vdke,Ybvrkcf Cfijgil,978-6417113515,1984,3.2,881,"['Biography', 'Non-Fiction']",307,German,Publisher 22
The 4qhuzk,Ojpwk Votfkykt,978-8622410982,2022,2.4,1375,['Science Fiction'],401,Spanish,Publisher 5
A Skavhn,Uupvtkor Mafzygj,978-7531105579,1974,5.0,4311,"['Romance', 'Thriller']",981,French,Publisher 4
My 4zbpup,Mvnicm Tdfpe,978-6940325805,1973,2.2,4673,['Science Fiction'],74,French,Publisher 49
An Bafc7o,Mwfusxlc Yfswith,978-3612626846,1918,1.6,3105,"['Non-Fiction', 'Fiction']",495,French,Publisher 34
The Oewzrf,Ulqvvu Invtpab,978-3844892632,1932,1.4,614,"['Thriller', 'Fiction', 'Fantasy']",685,Spanish,Publisher 47
The Jdtnwn,Obpzqkh Ldvsbnyk,978-6209237457,1909,4.6,3220,"['Thriller', 'Mystery', 'Fantasy']",920,German,Publisher 21
My Efbntr,Nmckag Aubtek,978-6446522881,1974,3.7,978,['Classics'],392,English,Publisher 11
My Pmv4jg,Ethefk Uqdnyen,978-4607931183,1973,3.8,2258,"['Thriller', 'Biography', 'Classics']",412,French,Publisher 40
My 1hr4wk,Ungywuy Henfq,978-6363484228,1985,3.5,2627,"['Classics', 'Fiction']",99,German,Publisher 16
The Yz0oaq,Bnmieylw Uoeybg,978-2772232961,2007,2.1,1328,"['Romance', 'Fiction', 'Science Fiction']",307,French,Publisher 48
An 3cur2n,Zuxdguq Datzkxmo,978-2896658583,1963,3.1,2939,"['Biography', 'History']",575,German,Publisher 37
An Vbj9i0,Zywqfj Bndoawm,978-8629931073,1909,2.4,4993,"['Science Fiction', 'Non-Fiction']",342,French,Publisher 22
An 5mgaps,Beiicdxn Dsxpihpr,978-9485409479,1915,1.7,276,"['Fantasy', 'Biography', 'Classics']",623,Spanish,Publisher 33
An J2qnpu,Qhwbkd Rmiwvsl,978-1325992615,1976,3.7,3627,['Non-Fiction'],935,French,Publisher 25
My Qet36n,Fmwwpo Baxlykwn,978-7970351438,1931,1.1,474,"['Romance', 'Fiction', 'History']",486,German,Publisher 42
A Ystqkw,Wjzlv Gsxwein,978-5819464451,1991,4.3,4883,"['Classics', 'Biography']",210,Spanish,Publisher 20
The Ezelnq,Zdrmou Eyzzyzjt,978-7050494736,1943,4.4,4782,['Biography'],342,Chinese,Publisher 7
The 4yugyf,Lqwnrtfa Fvqwo,978-1612190160,1990,4.3,3636,['Fantasy'],187,German,Publisher 32
The 8n7avj,Stabayn Agztxze,978-4363658095,1956,2.1,1737,"['Mystery', 'Science Fiction']",411,French,Publisher 44
My Awhkqu,Cgezdgos Qhuwm,978-8074560962,1922,5.0,1272,"['History', 'Romance']",803,German,Publisher 7
The Qmh08p,Czktc Ouchsx,978-6089736546,1982,3.8,1343,"['Romance', 'Fiction']",97,English,Publisher 47
My Giappm,Lpjdd Ahkqf,978-7301146360,1996,3.9,4694,['Science Fiction'],255,German,Publisher 36
My Hacmwu,Fbsaa Zjbgje,978-5955411925,1906,4.1,3707,"['Fiction', 'Mystery', 'Romance']",511,French,Publisher 35
A Ho2fhq,Eyryuki Zauqtht,978-5742305515,1973,2.9,1087,"['Classics', 'Non-Fiction', 'History']",102,English,Publisher 36
My Dxxtfv,Cchul Gwenat,978-7383155056,1977,3.8,2856,"['History', 'Romance', 'Science Fiction']",394,English,Publisher 39
The K9hu7b,Gpilt Tmmiw,978-9566398233,1933,2.7,1760,"['History', 'Mystery']",335,English,Publisher 17
The X4tfzz,Ptfjns Ekoxuf,978-9057145822,2000,4.6,2321,"['Science Fiction', 'Classics', 'History']",570,English,Publisher 36
My Pkyzhc,Mzmusq Ewmvkgql,978-2365911513,2020,4.6,4001,"['Mystery', 'Romance', 'Non-Fiction']",200,German,Publisher 1
An Ssl3gu,Atsrvj Zqrrojo,978-6794475028,2011,4.4,2243,"['Fiction', 'Non-Fiction']",426,English,Publisher 20
A Hej12w,Sytxt Axcymm,978-3574528265,1986,3.9,836,['Fantasy'],596,French,Publisher 24
The Mosebu,Nhzkjiz Xubdbq,978-5628971702,2006,3.2,3293,['Classics'],568,English,Publisher 14
The 8v2exs,Xudhljf Jghqtzi,978-6066285039,2019,4.9,1700,"['Classics', 'Fantasy', 'History']",405,German,Publisher 48
The Esldu8,Ldeymvhq Fedwf,978-5178007797,1983,4.4,591,"['Mystery', 'Thriller']",474,Spanish,Publisher 2
The Mxf9gf,Jeadbrb Rbcyotbj,978-9690663117,1912,1.3,3462,['Biography'],835,English,Publisher 4
A Mbphog,Pfzjjnv Mcwooh,978-4285208816,1999,3.0,59,['Non-Fiction'],629,Spanish,Publisher 7
An Prica3,Ktnoo Qqfoj,978-2847709439,2022,2.1,219,['Fantasy'],692,English,Publisher 25
A Erxzwx,Laufy Jcmnm,978-3856432639,1970,2.5,2748,"['History', 'Non-Fiction', 'Mystery']",749,German,Publisher 6
The T0pwwh,Dipdkcyq Xecsv,978-1562946532,1961,4.0,2261,"['History', 'Fiction', 'Classics']",475,Spanish,Publisher 7
The Utnyry,Ifzkqay Jbyua,978-9254969234,1943,4.3,1740,['Fantasy'],161,Chinese,Publisher 33
The 1yjnzw,Mumunk Qlilov,978-5763552381,1996,1.6,2082,"['Fantasy', 'Thriller']",128,Chinese,Publisher 38
The Wx72au,Mnhsrwsy Ctbouxli,978-8624548863,1933,1.8,4219,['Non-Fiction'],637,English,Publisher 34
A 0v5f3c,Nynyxxro Ddjyz,978-4262627591,1919,2.1,3139,"['Classics', 'Non-Fiction', 'Thriller']",246,Chinese,Publisher 48
The Tez0cw,Snkewzdx Uhpcj,978-3583199629,1921,1.9,1528,"['Fantasy', 'Biography']",780,German,Publisher 19
My 4iq1v3,Juemqvh Rnnmqo,978-9468117050,1987,3.1,2375,"['Non-Fiction', 'History', 'Classics']",248,German,Publisher 49
An L3j1ur,Yeuepza Crrxhfb,978-1576535288,1926,4.2,2738,"['Romance', 'Fiction']",955,English,Publisher 8
The Q60vij,Qgmldun Qvbwv,978-2465554418,1944,4.9,899,"['Fiction', 'Mystery']",136,German,Publisher 46
My Pphh7k,Fsvenb Ltpcz,978-7354183499,1987,3.1,2485,"['Science Fiction', 'Non-Fiction', 'Thriller']",266,Chinese,Publisher 17
A Lah5fj,Uyxni Otzmwqq,978-5533428169,1963,2.9,1066,['Romance'],353,Spanish,Publisher 19
The Ktqgko,Bltrw Gcifzj,978-3287218405,1938,1.7,626,"['Classics', 'Fiction']",762,English,Publisher 19
My Ddtkgy,Gmwyuun Bcgsa,978-8881875614,2007,4.5,383,"['Science Fiction', 'Mystery']",998,Chinese,Publisher 10
An Yvej7o,Hldef Dgxydtau,978-7234093842,2021,4.0,269,['Science Fiction'],868,French,Publisher 10
An P19tdx,Zmbyqtq Jzullqmy,978-1446771138,1911,2.2,2267,"['Thriller', 'Fantasy']",181,German,Publisher 23
An Ikbfsy,Wsupq Fnbgyysb,978-2779935073,1968,1.2,2497,"['Thriller', 'Fantasy', 'Classics']",688,German,Publisher 3
The V5goqp,Lrjpxsi Fulkbx,978-8910046879,1947,2.1,2088,['Biography'],906,Spanish,Publisher 12
My Vmdydh,Qufzduyw Pvwubgcy,978-9481526264,1903,1.2,2894,"['Romance', 'Mystery']",746,Spanish,Publisher 50
A Gxh50y,Zlqib Lofuvvor,978-6651086349,2019,3.5,2614,"['Classics', 'Biography', 'Romance']",607,Spanish,Publisher 32
A M7dlni,Zusqj Vctcuk,978-1902902555,1926,4.5,1449,['Biography'],905,English,Publisher 21
A Bxdgfq,Mvmwxjrh Sipbau,978-8927215446,1954,4.0,4165,"['History', 'Non-Fiction']",898,Spanish,Publisher 34
A Qwmsrw,Mrubvyut Weyfnf,978-9200772694,1972,4.1,2422,"['Science Fiction', 'Biography', 'Fiction']",878,French,Publisher 9
A Cbouak,Eanvpkjy Uoenqr,978-2821793087,1976,2.3,726,"['History', 'Romance']",693,French,Publisher 47
The Dq2dou,Nadun Lojqgras,978-1138367187,2006,2.2,4872,['Non-Fiction'],478,Chinese,Publisher 14
The 64nwms,Qmmmkvv Fogmrzw,978-6995770786,1964,4.2,855,"['Non-Fiction', 'History', 'Mystery']",797,Spanish,Publisher 46
The 3arart,Hblcld Jkyiohj,978-6734242425,2019,3.9,385,"['Non-Fiction', 'Romance', 'Biography']",785,German,Publisher 45
My Cxmeoj,Phpyf Mcqwilf,978-3508754811,1950,4.7,1611,"['Fantasy', 'Romance']",783,Spanish,Publisher 18
The Sinedj,Kaayj Dtdlqk,978-8437926705,1949,2.0,3713,"['Biography', 'Mystery', 'Science Fiction']",418,Spanish,Publisher 26
An Yhqumc,Awdng Afittpx,978-8973732013,2015,3.8,4530,"['Biography', 'Classics', 'Romance']",712,French,Publisher 42
A Zkeala,Iutelyzv Qoyfwdso,978-8136896322,1904,2.6,4546,['Biography'],926,English,Publisher 48
An Go2udo,Ilssc Uxajpq,978-6995405981,1960,1.7,4459,"['Mystery', 'Science Fiction', 'Fantasy']",50,Spanish,Publisher 2
An Q64ibw,Nvugkweu Ygtwqd,978-1007366418,1972,2.3,4321,['Fantasy'],517,French,Publisher 15
My K6um7x,Aehtqk Circjjkv,978-4050867541,2015,2.2,3711,"['Biography', 'Thriller']",635,Chinese,Publisher 29
An Yda5dz,Vgwcujt Afdicjhk,978-2135798581,1989,1.4,893,"['Biography', 'Fantasy']",566,English,Publisher 8
My 2hjk0t,Tqqlonw Lxqmb,978-3008269788,1986,5.0,2955,"['Non-Fiction', 'History']",869,German,Publisher 25
An 5wt32d,Iqdkda Xkqzyjz,978-2092909374,1921,2.9,3708,['Fiction'],802,German,Publisher 32
The Lzpq6m,Gfydsh Smvnfz,978-8295020777,2000,1.8,1241,"['Science Fiction', 'History']",319,Spanish,Publisher 34
A Nhovnh,Parskh Wmleqgf,978-9206516718,2014,1.7,1625,"['Romance', 'Thriller', 'Fantasy']",341,German,Publisher 37
The Lagfqh,Kulvsuwb Pytpyvi,978-7477772825,1947,3.9,4288,"['Classics', 'History']",988,French,Publisher 24
The Ehwftm,Txjrw Zsikh,978-5058981263,1937,1.3,113,['Thriller'],317,Spanish,Publisher 15
The K2p4gx,Hmiusz Mlzoq,978-9765898050,2012,2.2,372,"['Fiction', 'History', 'Fantasy']",992,English,Publisher 33
The Yr6pqw,Tkgpaxl Bwqeqrus,978-8269944965,1948,4.0,4853,['Science Fiction'],340,Chinese,Publisher 32
The Yvhkjf,Mnkiyr Haxgeml,978-9123930691,1963,3.9,3678,['Classics'],470,Spanish,Publisher 8
A Viwc7l,Pydzgf Gpvvs,978-1967378374,1938,3.4,3909,"['Classics', 'Fantasy', 'Thriller']",714,Spanish,Publisher 42
A G8vncu,Icfyu Awqod,978-9458688011,1944,2.0,4505,"['Thriller', 'Non-Fiction', 'Classics']",570,Spanish,Publisher 36
A T1jfdm,Fcziaw Gfcyg,978-1006866953,1941,4.3,93,['Fiction'],270,Spanish,Publisher 42
My Oaztld,Gnfmkbr Gqvdy,978-8239769001,1909,3.3,4027,"['Non-Fiction', 'Fantasy']",480,English,Publisher 7
My 0nvesh,Mrwhid Sivlwvbp,978-6053082037,2022,4.6,3976,"['History', 'Fantasy', 'Science Fiction']",859,English,Publisher 21
A Lo9rma,Jrgzbapw Lpgntuti,978-2949683933,1923,2.2,3201,['Biography'],870,French,Publisher 5
An Lfai5j,Uscvxx Tixae,978-8539683740,1939,1.4,735,['Fantasy'],214,Spanish,Publisher 13
A U6cxp4,Neiihs Lckwni,978-7254394043,1933,3.1,53,"['Thriller', 'Mystery', 'Fiction']",296,French,Publisher 38
The Kayset,Seiaa Mjfouecy,978-9998655951,1904,3.5,2049,"['History', 'Thriller']",657,Spanish,Publisher 19
A Dhshpc,Evaucf Frurdba,978-3480923388,1997,4.3,4328,['History'],904,German,Publisher 43
My Jlldl5,Svmduvt Mebta,978-8988494577,1934,4.0,595,"['Science Fiction', 'Thriller']",913,Chinese,Publisher 47
My Pmhr8a,Miwvix Ungakjxa,978-8160058442,2010,2.8,3373,['Thriller'],170,Chinese,Publisher 7
A G5hpkw,Dbzom Xzipyi,978-3876412121,1904,2.0,223,"['Science Fiction', 'Biography', 'Classics']",321,English,Publisher 18
My Lkkakj,Thseloob Amlft,978-1438028358,1950,1.1,634,"['Science Fiction', 'Mystery', 'Biography']",444,French,Publisher 43
An 7jvemy,Gqsyea Vvsquab,978-6146264402,1921,2.0,2441,['Thriller'],451,German,Publisher 24
The Pgbrab,Kwchnwr Kfgbsvh,978-4037549429,1907,2.5,3686,"['Classics', 'History', 'Fantasy']",985,Chinese,Publisher 39
An Rvdkck,Hvqjhgdv Nrxodpin,978-4908629640,1910,2.9,3769,['Fiction'],409,German,Publisher 45
An S4iwsk,Xgevywg Gxtah,978-6662941112,1966,1.3,4074,['Thriller'],523,English,Publisher 21
A Mq4jpc,Dyzjwln Rhbuf,978-7460911590,1946,1.7,4237,['Classics'],418,English,Publisher 19
A Iplg89,Pargssdc Qducqk,978-4149574983,1964,2.6,1119,['Thriller'],708,German,Publisher 27
An Ufbqm9,Ymheh Bapfbhe,978-5284467078,1953,3.5,3995,['Fiction'],538,Chinese,Publisher 26
An Rmmysr,Pgezqglz Gctqf,978-1546625678,2011,2.0,3492,['Biography'],903,Spanish,Publisher 34
An Pcnjeo,Uldtnp Uqwei,978-8712029214,2019,2.0,3684,"['Fiction', 'Thriller', 'Fantasy']",108,German,Publisher 10
A 39wek7,Heptoog Vanzvfkn,978-1406722907,1954,1.0,1331,"['Non-Fiction', 'Fiction', 'Science Fiction']",704,Chinese,Publisher 32
A 8ookpx,Ustqh Culsv,978-1352438090,1944,2.3,2244,"['Fantasy', 'Romance']",678,Spanish,Publisher 15
The Dfa3jb,Vauje Kezowtv,978-6581785637,1959,2.4,1059,['Non-Fiction'],711,Spanish,Publisher 21
The Cvrnuu,Nyeqh Ewnls,978-6708023553,1907,1.4,938,"['Thriller', 'Fiction']",564,German,Publisher 26
My Dt2kyd,Vbpiasbn Pkpmqzw,978-4345210864,1958,4.0,409,"['Non-Fiction', 'Fantasy', 'Science Fiction']",60,English,Publisher 11
The Fjwwev,Tysqck Owdknn,978-2118049677,1975,4.4,4682,"['Fantasy', 'History']",115,French,Publisher 5
A Ylakfy,Xmybkkp Mhjncfyg,978-4780101836,1973,1.3,2587,"['Romance', 'Fiction', 'History']",294,Chinese,Publisher 8
My Pthhvq,Mubollwj Qnfivg,978-8629425015,1928,1.9,2433,"['Biography', 'Science Fiction', 'Non-Fiction']",681,French,Publisher 27
The Fmk40d,Gobwgf Wyzdfcu,978-3364710325,1962,1.3,1420,"['Mystery', 'Thriller', 'Biography']",382,German,Publisher 24
An Mziqoy,Fagmw Yvnez,978-4062045723,2003,3.7,159,"['Classics', 'History']",57,French,Publisher 46
My Jcggem,Rktcmxg Cxzfjp,978-5924204197,1938,1.9,2449,['Mystery'],607,Spanish,Publisher 42
The Qpslxy,Ichwiqf Pvwdpgb,978-1191888457,1982,4.1,322,"['Romance', 'Biography', 'Thriller']",656,Spanish,Publisher 2
A Bv737q,Jrmrwntv Bqvvngn,978-3305364293,1970,1.7,4332,"['Classics', 'History', 'Biography']",737,Spanish,Publisher 19
A Rol6g7,Hgmtff Zzofqyz,978-5860111862,1957,4.2,2140,"['Fiction', 'Fantasy']",887,French,Publisher 22
The E5ycoq,Rhkbby Cxppwji,978-9724049061,1916,2.7,1337,"['Science Fiction', 'Romance', 'Classics']",952,German,Publisher 37
The Wg79c4,Fuuqy Unmrk,978-9016387106,2007,1.7,2136,['History'],317,French,Publisher 29
My Hx5ugu,Vylnns Eocfv,978-2601018388,1903,1.4,3206,['Classics'],86,French,Publisher 21
My 6u7jlq,Qiyye Hofaihtx,978-2221855192,2021,4.4,4293,"['Mystery', 'Non-Fiction', 'Classics']",203,Chinese,Publisher 27
A B1wspj,Itcrozzj Pvzzks,978-4953811168,1917,2.0,469,"['History', 'Science Fiction', 'Thriller']",231,German,Publisher 12
My Cfnuob,Pxtxtnoi Ushhhcqr,978-3357161634,1994,3.2,1794,"['Romance', 'History']",826,Spanish,Publisher 45
The 7lmkul,Fkgcnfqc Pjndvdi,978-8512593334,2010,2.6,4068,['Romance'],692,English,Publisher 21
The Ulxoan,Yyaehkzd Gnvkpqa,978-7912417149,1934,4.4,668,['Non-Fiction'],766,Spanish,Publisher 15
A Utgvy8,Qrwefida Cfaimcf,978-6435369754,1987,2.1,1286,"['Mystery', 'Science Fiction']",624,German,Publisher 31
An Rbtwjo,Uykjxwmg Wqwmudgt,978-3876599172,1945,5.0,3581,['Romance'],552,French,Publisher 22
A Qbcwam,Uczlhfjs Bgvguco,978-6299738853,1921,1.4,2070,"['Fantasy', 'Fiction']",799,Chinese,Publisher 22
An Jbrdog,Uekii Zfhxnewj,978-2568382515,1988,2.1,3588,"['Fantasy', 'Fiction']",279,Chinese,Publisher 9
My 7mmhdn,Tjhetpmo Qotwn,978-8545511903,1993,2.8,963,"['Non-Fiction', 'Thriller', 'Science Fiction']",787,English,Publisher 46
The Yslpzc,Rckgnzbd Ziyvyfuz,978-9718075851,2012,2.8,4099,"['Fantasy', 'Non-Fiction']",444,German,Publisher 12
A Okfcb2,Ybeaq Xsgaux,978-1723633740,1923,4.1,2540,['History'],81,English,Publisher 41
A Tlyjrs,Zhiluxug Pdyxzyro,978-1146275388,1914,2.9,2440,"['Romance', 'Fiction', 'Mystery']",123,French,Publisher 19
A Kixzib,Urxnokh Dhmva,978-1657156269,1908,3.9,230,['Classics'],161,English,Publisher 13
A 1al87t,Wfcnk Xqmtvvdg,978-8892594233,1920,3.1,4993,['Romance'],956,French,Publisher 40
A Qdveg1,Zvqvxx Aslwrpum,978-8661305300,1975,3.6,580,"['Non-Fiction', 'Romance', 'Fantasy']",819,English,Publisher 7
The T5rnk2,Ofkybdob Faaia,978-8270677987,1971,1.4,1846,"['Science Fiction', 'Thriller', 'History']",188,English,Publisher 35
The 97aulh,Rhnlbou Vsqwhpnh,978-9113136742,1982,1.4,1707,"['Mystery', 'Classics', 'Non-Fiction']",161,Spanish,Publisher 42
The Xce4kk,Aakqj Gypnd,978-4075778188,1950,2.0,3126,"['Fiction', 'History', 'Classics']",456,French,Publisher 8
A 8ggmmd,Ohzxp Uncktrrl,978-7560779132,1939,1.1,4384,"['Fiction', 'Romance']",401,English,Publisher 50
An Qppw9u,Lgdjb Kgwie,978-3587940847,1929,3.7,494,"['Non-Fiction', 'Fiction']",212,French,Publisher 24
An Sy5dfo,Vjggpeqp Tsgnqkos,978-6325427795,2007,2.4,4183,"['Science Fiction', 'Romance']",118,English,Publisher 14
The R4ra9w,Zioanvoe Tusux,978-8713130579,1923,2.6,370,"['Science Fiction', 'Romance']",997,English,Publisher 16
An Lcrbu1,Lbjib Iqzjjra,978-1434231638,1901,3.2,873,"['Non-Fiction', 'Biography']",376,English,Publisher 9
The Dgbbq0,Dmsrng Yrmkvdu,978-1001502505,1932,2.8,2905,"['Thriller', 'Mystery']",381,German,Publisher 50
An Ojny0h,Ctkredmo Zgngvg,978-8843048085,1912,3.3,872,"['Non-Fiction', 'Mystery', 'Thriller']",313,English,Publisher 36
An L7enhu,Urgtmlo Tqzqn,978-7150183064,1989,4.3,1554,"['Fantasy', 'Biography']",780,French,Publisher 49
The Oybzr8,Slqwczfp Iywykg,978-9715909366,1947,3.2,4318,"['Thriller', 'Biography']",456,Chinese,Publisher 1
An Vekwlz,Flnlmv Jnxgsovt,978-6884450985,1953,2.0,3034,['Science Fiction'],200,German,Publisher 36
My Wv2qai,Yundwrd Jrjyiag,978-2653838913,2015,2.0,598,"['Mystery', 'Romance']",221,English,Publisher 36
The G6qbvf,Pcedv Gaknppo,978-2236858279,1969,1.3,91,"['History', 'Fiction', 'Science Fiction']",390,Spanish,Publisher 3
An Qmanpo,Kypzfj Zzufzvoj,978-7798944700,2016,3.2,4867,"['History', 'Fiction', 'Romance']",342,German,Publisher 3
My 7zgztf,Vnokju Xnxdit,978-9350807491,1907,2.7,2931,"['Fantasy', 'Fiction']",652,Chinese,Publisher 22
An Ivuswz,Jnmwdedh Zbasxpzj,978-6757870451,1938,3.2,3734,['Biography'],321,English,Publisher 17
An Rroti6,Zbcojdl Flwihxgs,978-5635607591,1945,1.6,1966,['Biography'],326,German,Publisher 42
The Nq30fo,Kymmxjsp Mpmarloi,978-1435424114,1937,3.0,57,"['Non-Fiction', 'Biography', 'Fantasy']",806,Chinese,Publisher 37
My Lp6bpe,Maxci Tvpvck,978-7963314693,1935,3.2,3354,"['Thriller', 'Classics', 'Non-Fiction']",897,French,Publisher 7
My Fw5pyu,Tzyguvan Htkiqwg,978-7118699052,2010,3.4,4996,"['Non-Fiction', 'Romance']",199,French,Publisher 35
A 7pzkvz,Khgzjov Auvynl,978-8404620856,1933,2.1,2197,"['Biography', 'Non-Fiction']",703,German,Publisher 42
An Vbsrgg,Werwol Ywnrz,978-7005764174,1962,4.0,4186,['Fiction'],414,French,Publisher 29
My Knhjjm,Eeuswbh Izixszi,978-5371205287,1972,4.8,56,"['Romance', 'Thriller']",670,Spanish,Publisher 28
The Vj0f1a,Cnwdoo Nuzfygcg,978-2416988414,1904,3.1,847,"['Non-Fiction', 'History']",210,English,Publisher 7
A S0hrpr,Ijdvyrkf Ptxesmc,978-7482358717,1916,3.3,4408,"['Romance', 'Biography']",174,Spanish,Publisher 9
My Zblcba,Yieekz Gdcun,978-7367933091,1941,3.7,1448,"['History', 'Romance', 'Biography']",567,Chinese,Publisher 17
An 2mbaax,Ueexxoo Jlzmigln,978-1293838763,1997,1.9,1035,['Romance'],714,German,Publisher 48
An Cly6zw,Ukivhfw Fnwaqg,978-4041357113,1903,4.1,2665,"['Non-Fiction', 'Science Fiction']",115,German,Publisher 16
An F3dnoe,Ietro Crudxcf,978-2533091557,1993,2.9,3864,['Science Fiction'],881,French,Publisher 21
An 8tozqq,Jnjauppt Yzstll,978-3302865425,1904,1.2,2462,"['Biography', 'Science Fiction']",439,Chinese,Publisher 25
A Hjy0jo,Svolqe Yumkqix,978-9295479141,1931,2.4,4017,"['History', 'Fantasy', 'Fiction']",184,English,Publisher 45
The Hureqq,Xwhqbuz Nuigch,978-7843602926,1995,1.8,4196,['Biography'],328,Spanish,Publisher 47
An Xw10dn,Squri Oejtz,978-1595609416,1942,4.9,612,"['Classics', 'Non-Fiction', 'Fiction']",979,English,Publisher 19
The Alqovu,Rvhhp Xefkmowo,978-6539217481,2016,1.1,641,"['Mystery', 'Biography', 'History']",456,English,Publisher 25
An Ir3haa,Ybnng Dbaepns,978-1021389679,1908,2.3,4259,['Thriller'],658,Chinese,Publisher 29
A Rgupcb,Klnayyd Qisquy,978-2308947079,2002,3.8,1298,"['Thriller', 'Non-Fiction', 'Biography']",67,Spanish,Publisher 13
The Ggdopp,Omwaqp Xttgwwvg,978-9557304950,1946,4.8,3166,"['Mystery', 'History']",676,Spanish,Publisher 13
My Taknjt,Ikfno Dlmmhyul,978-9061072464,1943,1.8,846,"['Fiction', 'Romance', 'Science Fiction']",435,French,Publisher 21
The X4jn0l,Seegjdk Jtnxyg,978-9006887551,1945,1.1,1639,['Romance'],436,German,Publisher 15
